activity_id,opportunity_id,user_id,type,subject,activity_date,outcome
52208f10-fb90-40e9-9efa-a3dca10857c3,dd5ca1f9-1ea1-4c69-8149-1895f88d5c5f,d5890796-ac76-468e-92d8-09fd70046c44,Task,Hotel near make.,2025-04-11 04:45:50.215976,Follow-up Scheduled
938b34b5-2ed8-4ae3-9640-34919132cbfa,149ad736-7500-49a2-b794-23b9f0b50eb0,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Email,Into far product.,2025-10-27 12:19:57.960631,Negative
63d2a73c-4274-49ca-83e4-32cbadba8522,4bbbbd65-8656-4863-a0dd-8417baf0c4f6,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Email,Best deal point with.,2025-09-11 06:11:39.015438,Follow-up Scheduled
f6827160-88e2-4eb6-a915-6d88f30eebfb,b66b8f5a-c352-4c59-8ad9-35b90502198b,952ff225-55cf-4bb9-8fa5-a15a99370db1,Task,Final however major.,2025-11-18 17:30:21.493045,Negative
95ec2080-207e-4b0d-b59f-85fda72c97a5,e6eb430d-91d4-4afa-befa-8d2a59190bf9,c80a00e5-95ef-44de-b514-aea8db6912a3,LinkedIn,Politics hold he.,2025-08-08 14:38:40.067857,Positive
a99fca7a-1173-4077-924e-efa5ccf4d64a,b09ff02b-b0f3-456e-8d1b-7c58206d756a,4ac8ece6-da0f-4857-b691-10cf6dacca56,Task,Knowledge enjoy let difficult.,2025-06-28 09:08:14.921348,Positive
659f5ef5-8941-480d-9aad-8d51ddc407f0,354eec68-c767-4f0c-971c-a578f59bede5,4ac8ece6-da0f-4857-b691-10cf6dacca56,Email,Character recent benefit.,2025-11-21 07:45:09.635417,Positive
2d88eb42-d653-454f-b67d-66b763ad6571,f00e21b2-2c68-4b25-bc9e-7c5b3280615d,c80a00e5-95ef-44de-b514-aea8db6912a3,Email,Including series dinner article hit mission.,2026-03-09 23:26:53.531948,Negative
0242b7cc-413f-4ead-9c57-c882dd20756c,565b8a1f-cb33-4b39-b5a5-39bd508fd0c4,459b46d9-0cd5-42f7-abf3-b24ed0094dda,LinkedIn,Of dog federal house take alone.,2025-10-16 22:09:51.695302,Positive
d86b909f-8a47-45d3-9780-b76b1a06df1e,823a3ca8-5a27-41eb-a9f0-b4abe0f448a9,cfd43488-1975-45ad-9191-e49884bb93a3,Task,Song quality per build serious common.,2026-03-16 19:43:15.795142,Neutral
433922c2-eab7-4ded-8851-f6b98b701bee,bda9f428-4cd8-41a0-b77c-6da294192bad,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,LinkedIn,Speak call interest write.,2025-08-28 07:32:24.705452,Positive
bcf1ad79-ea92-4f3a-86f1-fafa38d0099e,b349f2fb-b317-41cd-b373-96fec4e1993c,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,LinkedIn,Challenge organization floor road southern beautiful news.,2025-10-09 22:09:43.381238,Follow-up Scheduled
58349df7-137c-4ed2-9569-cac44f950471,b858d7dd-65a8-4f43-ac55-5f8ecb17508f,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Email,Mind true actually red.,2025-10-22 21:32:18.480482,Follow-up Scheduled
0c7594ed-6ac4-4854-9b73-efb809ff078e,0790af75-4b13-44d7-8c59-61eeb0b866fa,cfd43488-1975-45ad-9191-e49884bb93a3,Meeting,Both change note old who.,2025-04-27 21:21:06.105588,Neutral
47cad64b-3b79-44b4-b6e6-e90edc48ab1b,4f83aeeb-49df-4c58-bc44-bdac8d0a4ccb,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Call,None big experience.,2025-10-03 22:13:19.357283,Follow-up Scheduled
f4fe4e43-c75d-4f99-b0a8-0183f58de897,4c8ace89-3601-4948-b007-a6f153e8b59f,cfd43488-1975-45ad-9191-e49884bb93a3,Email,There enough pressure occur list.,2025-05-24 04:26:56.360714,Follow-up Scheduled
1fdee3e2-dde0-4cf1-9579-dd61be54d05d,c828f130-32e4-46b6-861d-3b92cda59e6a,952ff225-55cf-4bb9-8fa5-a15a99370db1,Task,Century participant really although threat.,2025-07-21 08:47:06.033510,Positive
5d3b0be7-0bc8-49a2-b7fb-798fcd33d6b6,64eebab5-dac4-4af0-bdcd-07e2ff352870,4ac8ece6-da0f-4857-b691-10cf6dacca56,Meeting,Any little environmental head.,2025-07-23 16:38:25.734944,Positive
eaac4651-236f-430d-a9a3-9115f57f0030,102b4eac-2193-4703-a1c1-17b9480e5e37,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Email,Financial successful teach range.,2026-03-12 11:39:34.814118,Follow-up Scheduled
e16e7ab6-afe7-4aa3-81ac-1cc23d0afd2c,64bcc137-5321-4f52-805c-2f65a4758cf9,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,LinkedIn,Care wind kitchen stay.,2025-06-28 16:39:30.213819,Positive
738ef1f3-a102-47e6-bcea-0d8f80016d2e,1a19b71d-8234-44cd-bba4-22bcc09f9722,952ff225-55cf-4bb9-8fa5-a15a99370db1,LinkedIn,Painting become kid tree imagine.,2025-09-15 05:39:01.727058,Neutral
2cfac463-fc4d-474d-b384-a73517d2f81f,80294093-0cf3-4733-8ec3-badd89c7f132,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Call,Test start middle city find medical.,2025-05-10 20:03:40.590283,Follow-up Scheduled
8e87d0c6-c973-422d-a918-ac906916ce9f,c8be7188-8419-4315-86b1-636308ba4580,c80a00e5-95ef-44de-b514-aea8db6912a3,Email,These ahead cover strategy student economic.,2025-09-05 00:06:25.086113,Negative
59b7c3e8-b976-4db9-bbb3-0290fa40fad7,1bcf2d8a-837a-48d9-bc52-a55b80393876,c80a00e5-95ef-44de-b514-aea8db6912a3,LinkedIn,Relate ever statement measure play.,2025-05-06 12:49:38.105579,Follow-up Scheduled
bc746f74-110a-4e94-9936-7edd71226152,f47de94d-fec9-4e7d-afa9-f6cd471d2359,4ac8ece6-da0f-4857-b691-10cf6dacca56,Email,Drop major land.,2026-03-08 02:40:43.000011,Positive
2ab84cd0-fdaf-4708-b7a5-b65265b4fa8b,e3c9b5c5-7442-4b31-93db-a0bc7f2fd900,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Meeting,Only glass clear thus see read.,2025-07-04 09:50:14.053836,Neutral
b5bc975a-f8d4-41a8-b18b-820f2d5d3df9,8952dfb8-174a-4447-a9ba-f8a568611144,459b46d9-0cd5-42f7-abf3-b24ed0094dda,LinkedIn,Anyone take sister Democrat determine.,2025-06-12 12:15:56.245727,Neutral
d721e24c-fc0e-4869-8a1e-b9f2874a5fd3,205ab94d-ddce-4a63-8566-bacfdc29d9a4,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Call,Especially important after sister.,2025-12-27 15:20:44.951293,Follow-up Scheduled
52c88ee1-bf08-4cb8-bc59-883a27362ff6,20840e5f-2261-4330-a93d-10ac6aee819a,e3203511-a249-4e5f-bf78-c6f03e33a5e9,Email,Listen car community.,2026-01-08 19:10:34.327985,Neutral
038795ed-cf44-4587-9e66-503740170ca9,08db2a16-bca7-41c9-b8a9-4d8c983b5a33,cfd43488-1975-45ad-9191-e49884bb93a3,Email,Education source figure whom.,2025-11-12 01:05:41.319942,Follow-up Scheduled
42fd0784-4bc4-4cfe-abf1-fa7172a91b54,2887329c-580c-46d3-bd9e-62663ba805cd,4ac8ece6-da0f-4857-b691-10cf6dacca56,Call,Time surface learn design few.,2025-09-28 10:46:27.709139,Neutral
7e55be17-744f-426b-893a-c50beb816a8b,2a8dd582-5d7c-43d1-80aa-1e95a9eac481,e3203511-a249-4e5f-bf78-c6f03e33a5e9,Email,However bill memory production successful hear.,2025-11-13 17:25:59.384559,Positive
2eaa3235-c312-4478-a0fa-cad98879d515,2d278840-8c36-45f0-97e9-7f0d6dcffead,4ac8ece6-da0f-4857-b691-10cf6dacca56,LinkedIn,Executive range loss from everybody foot.,2025-07-01 10:05:39.647583,Negative
50d0ed84-05de-415c-a21f-d1512838d4c1,64eebab5-dac4-4af0-bdcd-07e2ff352870,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,LinkedIn,Could military drive arm.,2026-01-29 10:00:29.485126,Positive
f0274241-e476-4bda-aacd-cce58de1cd87,e6704f2f-4aa8-4742-a50d-254a61e57bce,e3203511-a249-4e5f-bf78-c6f03e33a5e9,LinkedIn,Identify floor cause agent market fast.,2026-02-16 12:45:23.753839,Follow-up Scheduled
867a6cac-af82-4993-9444-e511ed3d1962,80294093-0cf3-4733-8ec3-badd89c7f132,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,LinkedIn,Home along remain occur couple.,2025-12-12 15:44:57.646096,Negative
b92134c8-59fe-4747-9db7-352e89fcb83f,0e4c16d2-3f35-4080-a1ce-82ffc44e5754,e59b2c61-87cd-4584-a516-cf537e007e77,Task,Rather point little wait.,2025-07-31 05:29:14.340879,Neutral
47a3baef-94bf-453f-8e20-35bae1022a11,a445ee5e-783f-4861-8a88-40b2591f6751,e3203511-a249-4e5f-bf78-c6f03e33a5e9,Task,Suddenly subject theory Congress.,2025-04-26 22:33:09.117529,Negative
6697356c-d49b-49ef-9c59-291c14ffaac7,31f86b84-a3fc-466d-90e6-b9d10cb65b6c,e3203511-a249-4e5f-bf78-c6f03e33a5e9,Meeting,Scientist rise next.,2026-02-18 14:50:13.707568,Neutral
8060f138-3467-4fc6-ad8d-419fe783c723,9169000f-7b29-4761-bc79-8ac84fff79cd,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Call,Pressure develop development the inside.,2026-02-09 04:50:42.770981,Follow-up Scheduled
3378aaca-6284-4c54-ac25-98a455fbad59,5f0c7066-f131-409f-90d7-f6a764ddbddf,d5890796-ac76-468e-92d8-09fd70046c44,LinkedIn,End family surface like term.,2025-10-21 10:27:45.211517,Neutral
9fa30573-f6ed-443b-9f5e-59479dcbbf00,e6704f2f-4aa8-4742-a50d-254a61e57bce,cfd43488-1975-45ad-9191-e49884bb93a3,Call,Author threat matter test high fear.,2025-04-11 00:52:54.335207,Negative
5966b1ee-5d04-4a1f-b5e1-de11160cb424,4ff6d4e0-53ab-4f7c-aa0d-8b01929d2b11,c80a00e5-95ef-44de-b514-aea8db6912a3,Call,Case customer important.,2025-10-16 06:14:33.703131,Negative
aaf4a376-b8c6-4ef2-aed3-0a32979d7445,24c3dcf5-8acc-43fe-adb1-0a13fb4b40a6,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Meeting,Century television Congress ball forward.,2026-03-17 15:38:24.768225,Positive
503917e4-5b0c-4b34-ba90-d81524fc88a4,73df42a7-7084-44da-86cb-da83c3b54e83,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Task,Play above event seven collection.,2025-12-26 12:16:06.437845,Follow-up Scheduled
cf2e8469-d1ff-4a5a-bb97-94756d6082f4,56f8b378-557b-4390-affe-f2f153e524b6,d5890796-ac76-468e-92d8-09fd70046c44,Task,Size sister can its investment investment.,2025-09-12 15:45:49.474184,Positive
80ad93bc-ff9a-49d2-bee0-6148c962efb3,837d717b-34eb-41ee-8618-4590c0801998,e59b2c61-87cd-4584-a516-cf537e007e77,Email,Also current health.,2025-03-27 10:23:02.919234,Follow-up Scheduled
3fafa247-2da1-4e30-984a-cb572889366f,c026b03e-4c89-4884-af03-6829208f3149,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Email,Series most adult above safe.,2025-06-12 22:22:42.317002,Negative
015e2a7f-4197-49b7-b63f-b9302298dfd8,3487c49f-f38d-49a9-b632-8c76ab95d104,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Meeting,Fine bill me fill assume.,2025-04-07 23:44:36.956157,Neutral
72587703-2ff0-46ef-901d-82696b9a6324,c026b03e-4c89-4884-af03-6829208f3149,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Meeting,Lay minute model its.,2025-11-28 03:08:15.031002,Negative
ed65e1ab-1ccc-484c-8715-422d61f5724d,e493e870-d5cb-47a3-83c6-0916c7ea791b,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Meeting,Garden top grow.,2025-05-30 02:41:05.607021,Follow-up Scheduled
b0e70fc5-ff51-4e71-a8ba-0c5a6cd2fd51,4daac5b3-66eb-40ff-9ffb-bf96aee392e5,952ff225-55cf-4bb9-8fa5-a15a99370db1,LinkedIn,Affect difference world deep against.,2025-09-22 14:29:02.858786,Negative
4f7648d0-4d15-4d8d-a9ee-00183a3e6a83,a496ecca-54af-48fb-bb9d-89d56cd7c39a,e3203511-a249-4e5f-bf78-c6f03e33a5e9,Call,Hand practice also.,2026-02-05 10:33:46.942574,Neutral
9139e911-8d6e-4d05-b79e-88369e4fd5e5,97439ed1-1c7c-4f93-bccb-ae521efe591a,e3203511-a249-4e5f-bf78-c6f03e33a5e9,Task,Side perhaps order answer.,2025-04-30 18:41:02.606359,Follow-up Scheduled
93a59308-6761-4551-9443-36ab47abc9f3,89541b34-a326-4767-b50e-863409b91424,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Email,Answer break know.,2025-05-06 10:23:31.773854,Positive
171ca2fe-9186-4366-89f2-7c2f6174d74f,0b5f715d-2a27-4003-a1f5-c364194d1613,cfd43488-1975-45ad-9191-e49884bb93a3,LinkedIn,Listen check receive piece.,2025-07-10 06:30:07.468016,Follow-up Scheduled
88a40ccb-b573-4fe2-820a-9c8c302d8d0e,5f20ac73-adcc-4836-8ae2-2d80db83f6ee,c80a00e5-95ef-44de-b514-aea8db6912a3,LinkedIn,Production establish paper.,2025-05-11 09:19:48.083504,Negative
657a6a1c-4816-49c8-943b-55545276a9ae,efabab83-42e2-4203-877c-e4a5b1dee259,d5890796-ac76-468e-92d8-09fd70046c44,Task,Memory pay executive.,2026-01-02 22:00:21.231421,Negative
6ea563f6-608d-4640-b6d2-6537f56568a5,e7344ddd-3200-4c86-ad5e-5f8022130309,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Call,Cup current enjoy mission cut region.,2025-07-08 03:57:54.877259,Positive
23483626-4c4c-4ead-8fbf-44271317da2d,1925c35e-4b48-4a52-a728-85ac21c935b8,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Task,Nature travel read.,2025-09-13 20:22:20.146828,Neutral
4c6af73c-2425-4e22-9efe-009033102dc6,fbbcd26f-930f-45ca-9e2f-fffbb6dd4eda,d5890796-ac76-468e-92d8-09fd70046c44,Call,Able public trade structure.,2025-11-21 15:28:23.439051,Negative
752bcc8e-1e4c-4526-a9b8-f522eded06d2,34a9f879-610f-4e34-9a3e-b6463488e38e,d5890796-ac76-468e-92d8-09fd70046c44,Email,We single avoid.,2025-12-11 13:40:59.648105,Neutral
0d1dfe76-0b3d-421d-a772-c998f92d62b9,3cad7eb4-a4b7-490f-b19b-1af529e46e69,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Email,Popular lead with enough.,2025-04-09 13:58:42.518097,Negative
1d6d38a8-a4be-4c3a-908a-7dbbdaaaf4ba,92801d7a-fa0b-4026-bfea-b7e0926d2442,952ff225-55cf-4bb9-8fa5-a15a99370db1,Email,Them system growth quality.,2025-08-24 21:09:33.264841,Neutral
37582beb-7162-4ef2-a153-156d49342a01,e9d421da-4a5a-4c37-878e-4505b4469e4c,952ff225-55cf-4bb9-8fa5-a15a99370db1,LinkedIn,Believe serve animal.,2026-01-27 11:24:13.839512,Neutral
88670987-f36b-40ac-9f57-c87ddb986827,a5e3d56a-6d5b-4f9f-9aae-6eebab31ec1c,c80a00e5-95ef-44de-b514-aea8db6912a3,LinkedIn,Forget thus western environmental.,2025-12-15 00:53:06.621107,Negative
703d2c34-6da4-443d-8710-ae51fc5cb998,01786235-276b-4528-b760-900c2ecbb16c,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Email,Spring consumer husband while even.,2025-08-10 04:04:36.881445,Negative
395d521f-8178-4ed6-acb0-1724ec9b2696,e40b0dc6-b101-40d9-a314-b1fc362485ba,459b46d9-0cd5-42f7-abf3-b24ed0094dda,LinkedIn,Son power someone both receive around.,2026-03-01 12:25:36.929028,Follow-up Scheduled
ce694548-ca6f-468e-9eb3-d1275d66a29c,8d0a9a1b-2d68-4d06-8ea4-ee62e457729f,c80a00e5-95ef-44de-b514-aea8db6912a3,Call,Billion treat lot notice.,2025-08-29 07:49:02.962417,Negative
c08de1f4-596a-416f-8f37-aeff8fda5207,54caf866-e6cd-4361-9406-d8faeab0ba36,c80a00e5-95ef-44de-b514-aea8db6912a3,Meeting,Here grow agreement range stuff wind.,2025-05-09 00:16:50.741552,Neutral
b607a482-1ddf-4dce-b071-b09fb95953a1,6292d9f5-019a-44d8-a3cf-48ab2becaff5,952ff225-55cf-4bb9-8fa5-a15a99370db1,LinkedIn,Both in animal energy fire relate.,2025-11-24 21:32:58.987398,Follow-up Scheduled
8126d095-b3e5-4de8-9d3c-db48c4d34bdf,a496ecca-54af-48fb-bb9d-89d56cd7c39a,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Email,Rich difference what their mind read.,2025-11-03 02:19:20.414403,Neutral
77af594d-b27d-4bef-94fa-694353c8d039,a560f5ea-bd78-46cd-9648-f779403bfffd,cfd43488-1975-45ad-9191-e49884bb93a3,LinkedIn,Product eat generation put his.,2026-01-22 17:44:58.546231,Negative
20fdcc22-fb97-40b8-8dc3-dea76532dd87,a18256f7-ac74-4fc4-bddc-96fd7dca9b54,c80a00e5-95ef-44de-b514-aea8db6912a3,Task,Throughout party activity various measure light.,2025-09-19 09:21:27.009518,Positive
eaca38b8-2603-45a7-812a-7ba81486952e,bda9f428-4cd8-41a0-b77c-6da294192bad,d5890796-ac76-468e-92d8-09fd70046c44,LinkedIn,Avoid man drive wife.,2025-04-09 16:20:59.205725,Neutral
4ff4fff2-220b-447c-b92c-886125490487,7367cb02-2e2a-4fa9-87a5-223e0930ee79,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Meeting,Nearly her stage bad.,2025-08-31 12:38:26.108568,Follow-up Scheduled
be8723a6-26cf-499b-b419-e9ea407479d5,f9a54f5d-709d-4dc1-b6db-d42022c75d58,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Meeting,Large task language budget market president.,2025-04-28 18:44:03.198112,Negative
b15ca2b7-78f0-4b52-bdff-c358be498da1,0790af75-4b13-44d7-8c59-61eeb0b866fa,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Email,Along near stay social white.,2025-11-10 03:29:37.219144,Positive
c5a10697-71fe-4a9f-8732-3ee77b1f5c1a,df3e1bfc-ec77-4768-9d4e-9e6ac5db7530,459b46d9-0cd5-42f7-abf3-b24ed0094dda,LinkedIn,None pressure lay future stay staff.,2026-01-24 16:04:17.541787,Positive
56f3d865-2eff-4fb9-88f9-ae9bc92f97c7,26611a12-f8f3-4a1c-8036-cd2ff2651518,cfd43488-1975-45ad-9191-e49884bb93a3,Call,Nice people list price respond.,2025-05-02 22:29:20.017465,Follow-up Scheduled
c709c341-e234-4462-88ab-2f7fb4a5b1c2,6d7bbde9-535f-481a-ba94-bde0d0dda12f,cfd43488-1975-45ad-9191-e49884bb93a3,LinkedIn,Able great plant son.,2025-10-08 07:54:42.096208,Follow-up Scheduled
3f62f5b0-f4d3-48d7-960f-07cea67e4e1b,5101a1d7-4768-4a6c-bb47-676f229db354,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Email,Reduce animal clearly cell response.,2025-12-10 20:00:04.883556,Follow-up Scheduled
5ff4b1a0-ec86-4117-ab67-8b77557762e4,54caf866-e6cd-4361-9406-d8faeab0ba36,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Email,Effect cultural building.,2026-01-27 13:07:07.810524,Positive
aea347e5-33da-457c-88b0-99e5465d0ffb,20bdc0df-d20e-4fa3-8331-a446defcf483,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Meeting,Lead sit response blue.,2025-08-20 16:08:06.261044,Positive
01fee86a-5b6e-4834-ab56-0f88f5ab10da,915c9035-2b55-4009-9224-f59c80c9a301,cfd43488-1975-45ad-9191-e49884bb93a3,Meeting,But through leader operation mean white.,2025-03-23 21:00:36.371151,Follow-up Scheduled
ee82e782-cc0a-4069-a272-e55d57f06aa2,a4a48685-9539-4908-aaad-58e4d257211c,4ac8ece6-da0f-4857-b691-10cf6dacca56,Task,Network item one.,2026-02-22 21:48:02.630013,Follow-up Scheduled
a4119d54-53be-4a27-a608-0e4f31946687,f28dd4e4-7f94-454f-9c8f-eec7eb251a14,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Task,Reality community spring billion.,2025-11-17 10:39:57.208126,Positive
a10a7c26-4bc8-45d8-b22b-51bddc592f70,56f8b378-557b-4390-affe-f2f153e524b6,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,LinkedIn,Third mean his woman trouble several.,2025-06-30 05:15:47.954463,Positive
669868cb-746f-448d-b6c4-ff59b1911d21,34a9f879-610f-4e34-9a3e-b6463488e38e,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Email,Wife laugh card include record.,2025-12-20 15:31:04.021817,Neutral
531087f2-e0e0-4296-a227-ada86b7da93d,24c3dcf5-8acc-43fe-adb1-0a13fb4b40a6,e59b2c61-87cd-4584-a516-cf537e007e77,Meeting,Successful natural finish say.,2025-10-10 11:33:02.234305,Neutral
bcae82a6-d9e2-4927-b8d2-ae8f5bf30e7e,50f31a31-d933-42de-9b2e-ae5ba2b4881c,d5890796-ac76-468e-92d8-09fd70046c44,Task,Cut person fact generation.,2025-11-22 20:51:14.756100,Follow-up Scheduled
5f3c0f91-eacc-46c0-b021-6027bc056779,630a50d4-6477-4fec-950c-5cf517081c0c,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Task,Mean reason follow break.,2025-07-28 22:37:10.341541,Negative
5ed3e71b-84ee-4695-8a5b-487248ada032,56f8b378-557b-4390-affe-f2f153e524b6,cfd43488-1975-45ad-9191-e49884bb93a3,Call,Old wall report purpose throw move.,2026-02-05 18:44:32.449466,Follow-up Scheduled
0579b4f6-7e60-470c-bc83-262f6e578609,e4cc2fd5-783e-4e77-9d56-9f3635968eb4,d5890796-ac76-468e-92d8-09fd70046c44,Call,Space mission agent certainly prove.,2025-06-03 07:17:02.807384,Neutral
7f1aef34-841c-48ff-b3e3-c207911c680a,0006ce3f-932c-4095-addc-b72e74e8d9c1,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,LinkedIn,Worker raise chair artist.,2026-01-02 18:28:34.431342,Negative
93137e05-f595-4fad-a12e-7529c6ffa70c,fada7b63-021c-4588-88ef-189327bc4e02,29cfe3cb-f9b3-48a8-977d-1e56261b4f7d,Email,Send allow sport bill.,2026-02-02 07:58:38.125074,Follow-up Scheduled
3d8c7f3c-d691-43b9-bebe-96c34019e7ea,b6c42703-c359-42d3-9203-06ab9d73d972,459b46d9-0cd5-42f7-abf3-b24ed0094dda,Email,Ten score night down six sometimes.,2025-07-05 08:21:32.083680,Neutral
718aa169-153c-4f74-926d-c91f33b4370a,0e45709f-e890-486c-a42a-f8eff1e26ead,c80a00e5-95ef-44de-b514-aea8db6912a3,Call,Unit hold what.,2026-03-13 16:48:55.022727,Follow-up Scheduled
692bd712-f4e9-42be-a052-d740df08ee8e,5f0c7066-f131-409f-90d7-f6a764ddbddf,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Call,Whole approach season data than.,2026-01-30 13:26:22.455220,Negative
872cd5b5-d3c1-491f-b21a-26bf1b00d9a9,e3c9b5c5-7442-4b31-93db-a0bc7f2fd900,952ff225-55cf-4bb9-8fa5-a15a99370db1,Meeting,Stop treatment relate positive sense.,2025-10-07 22:29:04.562485,Negative
db13f1fa-324d-42ec-bc2d-644df40c1d1d,1ac5a2c4-ea86-478c-8528-0aece0542f3c,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,LinkedIn,Cultural right cover large work avoid.,2026-03-08 19:48:52.338470,Positive
cea443b1-e275-4d52-8015-6bc373d277cc,e9f46cd7-8193-4af2-b635-c804bdf4c2ad,4ac8ece6-da0f-4857-b691-10cf6dacca56,LinkedIn,Budget American evidence enough claim suffer.,2025-03-24 08:28:17.066998,Positive
a8e0f934-bea4-4594-92d6-05757c5805cb,4ff6d4e0-53ab-4f7c-aa0d-8b01929d2b11,e59b2c61-87cd-4584-a516-cf537e007e77,Meeting,Report choice child follow anything.,2026-02-25 20:01:23.383018,Positive
29bb6580-d0d8-43f7-8d46-2164bf57152e,74e48a59-0788-4289-af9a-aa6bfc23e637,952ff225-55cf-4bb9-8fa5-a15a99370db1,Task,Successful feeling so nearly authority remain.,2025-09-30 04:28:28.430856,Neutral
3027cf76-5050-407f-8bf3-7e86b855a2b7,c1ffcc49-5e72-46c0-8be3-1038dd7ece1a,d3b6c0c8-89c5-44d9-8eb3-8f1e65e3a809,Call,Minute skill city myself.,2025-08-16 15:14:40.863058,Positive
22266b18-f2d1-42e5-baa7-e9e5e2f0f833,01dec3f7-08ab-493b-a290-a0cf18fc1136,952ff225-55cf-4bb9-8fa5-a15a99370db1,Email,Determine degree forward guess despite.,2025-12-22 04:35:11.894170,Negative
bd7bcbfb-2e3a-4400-90d7-38b26c09958e,65b120e0-86b8-4b73-a0db-e3c351cd8c29,4ac8ece6-da0f-4857-b691-10cf6dacca56,Task,Little no sell power boy generation.,2025-06-18 01:49:09.484765,Neutral
